state	screen_width	screen_height	button	sample	x	y	result	first_hit	handler
05_explore_empty	1080	1920	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/ModePanel/CoordinatedMode	2	904.00	551.60	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/ModePanel/CoordinatedMode	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/ModePanel/CoordinatedMode
05_explore_empty	1080	1920	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/ModePanel/CoordinatedMode	3	640.00	598.40	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/ModePanel/CoordinatedMode	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/ModePanel/CoordinatedMode
05_explore_empty	1080	1920	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/ModePanel/CoordinatedMode	4	904.00	598.40	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/ModePanel/CoordinatedMode	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/ModePanel/CoordinatedMode
05_explore_empty	1080	1920	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/SupportPanel/Next	0	976.00	717.00	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/SupportPanel/Next	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/SupportPanel/Next
05_explore_empty	1080	1920	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/SupportPanel/Next	1	954.40	695.40	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/SupportPanel/Next	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/SupportPanel/Next
05_explore_empty	1080	1920	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/SupportPanel/Next	2	997.60	695.40	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/SupportPanel/Next	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/SupportPanel/Next
05_explore_empty	1080	1920	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/SupportPanel/Next	3	954.40	738.60	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/SupportPanel/Next	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/SupportPanel/Next
05_explore_empty	1080	1920	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/SupportPanel/Next	4	997.60	738.60	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/SupportPanel/Next	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/SupportPanel/Next
05_explore_empty	1080	1920	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/ExplorationRecord	0	832.00	281.00	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/ExplorationRecord	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/ExplorationRecord
05_explore_empty	1080	1920	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/ExplorationRecord	1	721.60	244.40	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/ExplorationRecord	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/ExplorationRecord
05_explore_empty	1080	1920	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/ExplorationRecord	2	942.40	244.40	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/ExplorationRecord	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/ExplorationRecord
05_explore_empty	1080	1920	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/ExplorationRecord	3	721.60	317.60	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/ExplorationRecord	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/ExplorationRecord
05_explore_empty	1080	1920	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/ExplorationRecord	4	942.40	317.60	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/ExplorationRecord	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/ExplorationRecord
05_explore_empty	1080	1920	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/BottomNavigation/Nav_ÁRBOL	0	951.00	110.00	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/BottomNavigation/Nav_ÁRBOL	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/BottomNavigation/Nav_ÁRBOL
05_explore_empty	1080	1920	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/BottomNavigation/Nav_ÁRBOL	1	891.60	57.20	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/BottomNavigation/Nav_ÁRBOL	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/BottomNavigation/Nav_ÁRBOL
05_explore_empty	1080	1920	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/BottomNavigation/Nav_ÁRBOL	2	1010.40	57.20	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/BottomNavigation/Nav_ÁRBOL	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/BottomNavigation/Nav_ÁRBOL
05_explore_empty	1080	1920	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/BottomNavigation/Nav_ÁRBOL	3	891.60	162.80	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/BottomNavigation/Nav_ÁRBOL	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/BottomNavigation/Nav_ÁRBOL
05_explore_empty	1080	1920	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/BottomNavigation/Nav_ÁRBOL	4	1010.40	162.80	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/BottomNavigation/Nav_ÁRBOL	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/BottomNavigation/Nav_ÁRBOL
05_explore_empty	1080	1920	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/SupportPanel/Previous	0	890.00	717.00	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/SupportPanel/Previous	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/SupportPanel/Previous
05_explore_empty	1080	1920	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/SupportPanel/Previous	1	868.40	695.40	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/SupportPanel/Previous	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/SupportPanel/Previous
05_explore_empty	1080	1920	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/SupportPanel/Previous	2	911.60	695.40	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/SupportPanel/Previous	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1_ExploreVisualRoot/SupportPanel/Previous
